"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.138437395E2,-1.574533553E0,5.991636032E-1,9.433505970E-1,1.930819329E0
1.138537085E2,-3.208757238E0,4.680161110E-1,2.246247069E0,3.944716465E0
1.138636785E2,-4.782830615E0,-1.948631394E-1,2.872944041E0,5.582763456E0
1.138736475E2,-4.949609578E0,1.734988752E-1,2.863640537E0,5.720941702E0
1.138836175E2,-3.660989667E0,1.126578654E0,2.084144710E0,4.360697648E0
1.138935865E2,-1.673448561E0,2.038122445E0,1.886287796E0,3.242291603E0
1.139035565E2,-1.235558767E0,1.993855806E0,2.134826621E0,3.171679546E0
1.139135255E2,-1.879650621E0,2.237195872E0,2.564040901E0,3.887471874E0
1.139234955E2,-2.159330547E0,2.340420278E0,3.111310465E0,4.452025191E0
1.139334645E2,-2.731841957E0,1.638059166E0,3.433431821E0,4.683444500E0
1.139434345E2,-3.780618437E0,1.030594563E0,3.409197451E0,5.194018500E0
1.139534035E2,-3.565646723E0,1.209237526E0,2.039454440E0,4.281993270E0
1.139633735E2,-1.878695771E0,1.900890048E0,9.575230783E-1,2.838966576E0
1.139733425E2,-1.407713660E0,1.952544935E0,1.616975568E0,2.899775760E0
1.139833125E2,-2.002985356E0,1.745398550E0,2.228403706E0,3.467585545E0
1.139932815E2,-2.654976799E0,1.568196341E0,2.824084707E0,4.181339020E0
1.140032515E2,-3.023070719E0,1.401742483E0,2.821822420E0,4.366522682E0
1.140132205E2,-2.760952905E0,1.432846162E0,2.210863228E0,3.816258021E0
1.140231905E2,-3.045020581E0,1.330979187E0,2.376825335E0,4.085701239E0
1.140331595E2,-3.099172815E0,1.210686758E0,1.798324623E0,3.782143045E0
1.140431295E2,-1.702429116E0,1.083073616E0,-4.966876405E-1,2.077982667E0
1.140530985E2,3.546090710E-1,8.525047463E-1,-2.331913456E0,2.508053489E0
1.140630685E2,2.584193915E0,3.581437129E-1,-3.359865078E0,4.253823979E0
1.140730375E2,3.098369992E0,-2.789516553E-1,-1.258369340E0,3.355771749E0
1.140830075E2,1.779434023E0,-5.160243827E-1,1.349544974E0,2.292147081E0
1.140929765E2,1.463756883E-1,-1.073095050E0,1.004759810E0,1.477329044E0
1.141029465E2,-1.167507117E0,-9.974326640E-1,-7.533961952E-2,1.537407183E0
1.141129155E2,-1.139583154E0,1.694090402E-1,-1.225881041E0,1.682300067E0
1.141228855E2,-8.171559888E-1,9.086999971E-1,-1.316080189E0,1.795980696E0
1.141328545E2,-7.605666357E-1,7.856582075E-1,-1.003053008E0,1.483858404E0
1.141428245E2,-1.879634249E-1,-8.530093610E-2,-1.127487019E0,1.146225753E0
1.141527935E2,4.774964941E-1,-6.800124693E-1,-1.388642966E0,1.618254970E0
1.141627635E2,5.124610895E-1,-1.483592978E0,-1.378060675E0,2.088711497E0
1.141727325E2,7.311802840E-1,-2.022689304E0,-1.020734988E0,2.380713452E0
1.141827025E2,6.490269041E-1,-1.966672393E0,-3.778470755E-2,2.071343503E0
1.141926715E2,-1.399174386E-1,-1.358780651E0,1.155013079E0,1.788831172E0
1.142026415E2,-8.319020820E-1,-7.019126308E-1,1.305185657E0,1.699485809E0
1.142126105E2,-1.250771468E0,1.642482877E-2,-3.387976152E-1,1.295948635E0
1.142225805E2,-1.348483120E0,4.480908465E-1,-2.500151007E0,2.875751587E0
1.142325495E2,-8.293310612E-1,3.799526578E-1,-2.858885581E0,3.000896665E0
1.142425195E2,6.003055644E-1,-4.149704629E-1,-2.825913717E0,2.918622207E0
1.142524885E2,2.373511426E0,-2.050254833E0,-3.093355420E0,4.405218397E0
1.142624585E2,3.893679322E0,-3.528961877E0,-2.652542895E0,5.886450068E0
1.142724275E2,4.332452045E0,-4.066046176E0,-1.835378428E0,6.218640222E0
1.142823975E2,3.143642644E0,-3.166968942E0,-3.776839381E-1,4.478261550E0
1.142923665E2,5.897215194E-1,-1.459263883E0,-2.243518174E-1,1.589829012E0
1.143023365E2,-1.790608637E0,-4.556588978E-1,-1.062201102E0,2.131238021E0
1.143123055E2,-3.019491930E0,-4.531533659E-1,-1.727089164E0,3.507921959E0
1.143222755E2,-2.332800187E0,-7.919328547E-1,-2.707845276E0,3.660811440E0
1.143322445E2,2.610916275E-1,-7.580096483E-1,-2.994187812E0,3.099662582E0
1.143422145E2,2.373668423E0,1.143475646E-1,-2.360099959E0,3.349246030E0
1.143521835E2,2.984908573E0,1.033215285E0,-6.738033110E-1,3.229740534E0
1.143621535E2,2.216882645E0,1.533685489E0,4.882331514E-1,2.739549498E0
1.143721225E2,1.054654978E0,1.342164618E0,5.960376817E-1,1.808027628E0
1.143820925E2,-3.845555860E-1,4.377816206E-1,-7.753524899E-2,5.878328512E-1
1.143920615E2,7.220726609E-3,-4.382265937E-1,-9.566296238E-1,1.052252310E0
1.144020315E2,1.026968704E0,-6.604283899E-1,-1.043267818E0,1.606000660E0
1.144120005E2,1.345082087E0,-1.221863419E-1,-6.630537897E-1,1.504598169E0
1.144219705E2,1.441714634E0,6.716217148E-1,1.864247301E-1,1.601365353E0
1.144319395E2,1.197318854E0,8.987041819E-1,1.344366095E0,2.012103835E0
1.144419095E2,8.586931470E-1,5.302816486E-1,1.138057031E0,1.521093802E0
1.144518785E2,8.560227236E-1,-7.353984654E-2,4.390966594E-2,8.602970831E-1
1.144618485E2,1.626376721E0,-6.846054572E-1,-1.650189215E0,2.415969850E0
1.144718175E2,2.822275287E0,-7.534394646E-1,-2.659059910E0,3.950127646E0
1.144817875E2,3.391012318E0,-5.673529959E-1,-2.185582207E0,4.074018109E0
1.144917565E2,3.100236716E0,-3.805619377E-1,-1.180966823E0,3.339307970E0
1.145017265E2,2.475092179E0,-3.713636827E-1,-1.967690393E-1,2.510519934E0
1.145116955E2,1.068339217E0,-7.329104751E-1,9.090151620E-1,1.582660738E0
1.145216655E2,-5.655011827E-1,-9.258060265E-1,1.504812523E0,1.855092751E0
1.145316345E2,-1.950374449E0,-1.014625232E0,1.126091874E0,2.470123025E0
1.145416045E2,-2.298910602E0,-1.302053304E0,-4.097506535E-1,2.673617093E0
1.145515735E2,-1.166604892E0,-1.472908945E0,-2.152646011E0,2.857326124E0
1.145615435E2,6.039007249E-1,-1.238356660E0,-2.522507544E0,2.874242093E0
1.145715125E2,1.971484652E0,-1.173820356E0,-1.521480596E0,2.753090838E0
1.145814825E2,2.664283520E0,-1.669933215E0,-3.348869973E-1,3.162156372E0
1.145914515E2,2.630665246E0,-2.342611522E0,1.858508259E-1,3.527430922E0
1.146014215E2,1.902427281E0,-2.520418918E0,4.712791497E-1,3.192780155E0
1.146113905E2,9.263767147E-1,-1.858432830E0,2.530727559E-1,2.091887239E0
1.146213605E2,-9.393557793E-1,-9.695929009E-1,8.669614023E-1,1.604406977E0
1.146313295E2,-2.329328402E0,-3.587290192E-1,1.424284669E0,2.753732764E0
1.146412995E2,-2.423578502E0,-4.691759062E-1,1.042735721E0,2.679768007E0
1.146512685E2,-1.199442855E0,-5.797315514E-1,4.879203254E-1,1.418738199E0
1.146612385E2,3.470714253E-1,-3.788159591E-1,-1.448273456E-1,5.337930921E-1
1.146712075E2,1.718915926E0,-7.460012215E-1,-6.886681026E-1,1.996360072E0
1.146811775E2,2.523893918E0,-1.025975263E0,-2.731901014E-1,2.738119534E0
1.146911465E2,2.708774107E0,-1.057100576E0,3.349945861E-1,2.926967742E0
1.147011165E2,1.686139358E0,-1.025633785E0,9.047958112E-1,2.171093286E0
1.147110855E2,-1.285668236E-1,-1.013023680E0,1.582981026E0,1.883766262E0
1.147210555E2,-1.619955894E0,-8.284267893E-1,2.356417968E0,2.977121711E0
1.147310245E2,-1.956108229E0,-5.930246115E-1,1.753734925E0,2.693255239E0
1.147409945E2,-1.099968268E0,-2.748308301E-2,1.256822167E0,1.670415359E0
1.147509635E2,-7.157740402E-1,8.184306818E-1,1.665627326E0,1.989089150E0
1.147609335E2,-1.450142811E0,8.595626280E-1,1.776174200E0,2.448786817E0
1.147709025E2,-1.363325692E0,2.755126154E-1,1.122078345E0,1.787071335E0
1.147808725E2,-4.446135074E-1,-2.696554595E-1,7.162207675E-1,8.850804628E-1
1.147908415E2,-1.364278203E-1,-2.783876914E-1,1.218893618E0,1.257701836E0
1.148008115E2,-6.212181312E-1,2.865857801E-1,1.535101100E0,1.680648316E0
1.148107809E2,-9.577265614E-1,7.806448048E-1,1.867293701E0,2.239069504E0
1.148207509E2,-1.832774078E0,9.309030443E-1,2.659687316E0,3.361484481E0
1.148307199E2,-2.705018440E0,1.296068971E0,2.733425968E0,4.058144534E0
1.148406899E2,-3.264879983E0,1.584036448E0,2.655803595E0,4.496877306E0
1.148506589E2,-3.726143437E0,1.691150714E0,2.247967320E0,4.668778505E0
1.148606289E2,-3.266088018E0,1.588502844E0,1.521968839E0,3.937900630E0
1.148705979E2,-2.675245587E0,1.520240109E0,1.553007029E0,3.446723048E0
1.148805679E2,-2.554340955E0,1.461146101E0,2.339856314E0,3.759592161E0
1.148905369E2,-2.769132575E0,1.447597518E0,2.951098511E0,4.297978154E0
1.149005069E2,-2.609150416E0,1.494715843E0,2.862822511E0,4.151818165E0
1.149104759E2,-2.023149480E0,1.679937509E0,2.285846168E0,3.484310054E0
1.149204459E2,-9.875666571E-1,1.896289166E0,1.337068185E0,2.521696222E0
1.149304149E2,-1.749481076E-1,1.707336392E0,6.004143226E-1,1.818268890E0
1.149403849E2,1.780553180E-1,1.266874993E0,3.122997880E-2,1.279707488E0
1.149503539E2,3.485753292E-1,8.407036033E-1,8.303689420E-2,9.138831624E-1
1.149603239E2,-5.279451013E-3,9.819083065E-2,4.987236410E-1,5.083252718E-1
1.149702929E2,-6.303228307E-1,-3.901885012E-1,5.236532450E-1,9.076159200E-1
1.149802629E2,-1.215594619E0,-5.355324483E-1,1.473989511E-1,1.336484841E0
1.149902319E2,-1.182139775E0,-2.712499952E-1,2.048291337E-1,1.230034951E0
1.150002019E2,-1.545232571E0,-4.544748366E-2,3.330813771E-1,1.581376734E0
1.150101709E2,-1.686631109E0,-1.016310400E-1,5.684797543E-1,1.782757021E0
1.150201409E2,-1.564807295E0,-3.140077597E-1,2.814305824E-1,1.620625162E0
1.150301099E2,-1.101610166E0,-3.004416347E-1,-3.263658500E-1,1.187570967E0
1.150400799E2,-1.233563697E-1,-2.544117683E-1,-3.515065384E-1,4.511086214E-1
1.150500489E2,1.720028651E-1,7.213651478E-2,3.026694238E-2,1.889570061E-1
1.150600189E2,-2.365128565E-1,-3.726331133E-1,5.577039206E-1,7.112154606E-1
1.150699879E2,-3.071823049E-1,-9.033293295E-1,7.359387481E-1,1.204977463E0
1.150799569E2,-1.890673792E-1,-1.083709500E0,5.605895215E-1,1.234679459E0
1.150899269E2,-1.797556883E-1,-1.138009669E0,1.960045159E-1,1.168672702E0
1.150998969E2,-1.774571478E-2,-1.173123953E0,-6.899655998E-2,1.175285176E0
1.151098659E2,2.700296813E-1,-1.103785331E0,6.547127366E-3,1.136354236E0
1.151198359E2,-1.009819990E-1,-1.121512919E0,6.401055148E-1,1.295269726E0
1.151298049E2,-6.318951470E-1,-1.500933480E0,3.258872554E-1,1.660811637E0
1.151397739E2,-2.298812369E-1,-2.055986273E0,-1.718703964E0,2.689585146E0
1.151497439E2,5.889938334E-1,-2.840989593E0,-3.503075083E0,4.548589962E0
1.151597129E2,1.657043321E0,-3.604427796E0,-3.238094473E0,5.120834709E0
1.151696829E2,3.149500677E0,-3.499859700E0,-2.189591058E0,5.192560200E0
1.151796529E2,3.440362526E0,-2.013595714E0,-1.626618211E0,4.305409251E0
1.151896219E2,1.841291425E0,-6.062954521E-1,-6.682569346E-1,2.050491555E0
1.151995909E2,1.114932463E-1,-2.315538329E-1,-4.058768731E-1,4.803997894E-1
1.152095609E2,-1.805038396E-1,-7.610355824E-1,-1.157652805E0,1.397110164E0
1.152195299E2,5.654783785E-2,-1.622874239E0,-2.085000157E0,2.642753131E0
1.152294999E2,5.640858641E-1,-1.810446485E0,-2.453450757E0,3.100859551E0
1.152394689E2,9.229943928E-1,-1.284704030E0,-1.925662361E0,2.492099240E0
1.152494389E2,1.773754622E0,-9.710003257E-1,-1.150244383E0,2.326394041E0
1.152594079E2,2.933902142E0,-1.636638585E0,-6.195627844E-1,3.416171202E0
1.152693779E2,3.564396296E0,-2.180273520E0,-5.785314104E-1,4.218200110E0
1.152793469E2,3.036746771E0,-1.147231897E0,-1.223373755E0,3.469094309E0
1.152893169E2,2.165955150E0,4.594397074E-1,-1.349947262E0,2.593222738E0
1.152992859E2,1.449839633E0,1.367019963E0,-3.281919354E-1,2.019526797E0
1.153092559E2,3.714028591E-1,1.164219813E0,1.128750603E0,1.663558168E0
1.153192249E2,-2.817568570E-1,8.922681516E-1,1.415360064E0,1.696694873E0
1.153291949E2,-1.024573100E0,5.896396583E-1,8.939287609E-1,1.482070712E0
1.153391639E2,-9.154006138E-1,1.020877075E-1,-1.810297966E-3,9.210773372E-1
1.153491339E2,-9.576715976E-2,-1.836820936E-1,-9.479564488E-1,9.703256614E-1
1.153591029E2,8.796951762E-1,-2.412824303E-1,-1.413480769E0,1.682262969E0
1.153690729E2,1.919323980E0,-1.163233387E-1,-1.328881499E0,2.337362123E0
1.153790419E2,2.364594714E0,-1.500787300E-1,-7.905306923E-1,2.497753103E0
1.153890119E2,2.517881811E0,-3.885854870E-1,-5.450116619E-1,2.605333992E0
1.153989809E2,2.499068395E0,-7.845992768E-1,-2.567489004E-1,2.631892639E0
1.154089509E2,1.813435290E0,-1.263646452E0,-1.261209333E-1,2.213878135E0
1.154189199E2,9.831145871E-1,-1.794611056E0,-4.125485462E-1,2.087424115E0
1.154288899E2,5.489155555E-1,-2.412858801E0,-1.057096483E0,2.690845380E0
1.154388589E2,4.670925432E-1,-3.316230816E0,-1.748101718E0,3.777753550E0
1.154488289E2,2.531037462E-1,-3.729143059E0,-1.636502052E0,4.080282885E0
1.154587979E2,3.305068481E-1,-3.340376893E0,-8.867530578E-1,3.471841521E0
1.154687679E2,3.956565249E-1,-2.562482033E0,-1.000172085E-1,2.594775848E0
1.154787369E2,-3.372673988E-1,-1.666105628E0,7.968334061E-1,1.877392005E0
1.154887069E2,-1.592643549E0,-5.677161080E-1,1.528745762E0,2.279447007E0
1.154986759E2,-2.204555252E0,4.180683178E-1,1.470559534E0,2.682795244E0
1.155086459E2,-2.269515479E0,5.929053283E-1,9.475588381E-1,2.529842879E0
1.155186149E2,-1.094763077E0,3.212401807E-2,-3.066841221E-1,1.137362430E0
1.155285849E2,1.366706552E0,-1.220287009E0,-2.379941316E0,3.003515915E0
1.155385539E2,3.934311916E0,-2.882329992E0,-2.987596246E0,5.719472682E0
1.155485239E2,4.833953991E0,-4.190884815E0,-1.385124696E0,6.545929815E0
1.155584929E2,3.225494308E0,-4.158611108E0,3.190468901E-1,5.272537415E0
1.155684629E2,4.555115479E-1,-2.377583134E0,1.101353474E0,2.659581133E0
1.155784319E2,-1.633187558E0,-6.920033544E-1,3.350173903E-1,1.805105785E0
1.155884019E2,-2.812562184E0,3.836422509E-1,1.086599779E-1,2.840685553E0
1.155983709E2,-2.322889448E0,7.731802493E-1,5.204209042E-1,2.502890530E0
1.156083409E2,-5.982561153E-1,4.335710406E-1,9.689730960E-1,1.218524964E0
1.156183099E2,7.833836406E-1,-1.423452026E-1,1.003604985E0,1.281083546E0
1.156282799E2,1.082992047E0,-1.901780578E-1,8.801164681E-1,1.408419137E0
1.156382489E2,-5.128779960E-1,-2.427746397E-1,1.685613109E0,1.778559787E0
1.156482189E2,-2.924415327E0,-5.046468705E-1,2.291829624E0,3.749580842E0
1.156581879E2,-3.845503235E0,-2.115727276E-1,3.039120741E0,4.906007850E0
1.156681579E2,-3.438070418E0,4.597630584E-1,3.474975704E0,4.909904929E0
1.156781269E2,-2.718981006E0,1.058382286E0,3.581621901E0,4.619637022E0
1.156880969E2,-2.266407684E0,1.596966396E0,3.134625068E0,4.184827330E0
1.156980659E2,-2.219223577E0,2.070654598E0,2.502773191E0,3.934010345E0
1.157080359E2,-1.778528289E0,2.376023682E0,1.918958529E0,3.534268417E0
1.157180049E2,-1.723694855E-1,2.311088890E0,1.260363826E0,2.638059907E0
1.157279749E2,3.986146313E-1,1.996353152E0,1.891455565E0,2.778834951E0
1.157379439E2,-8.756614745E-1,1.685167843E0,3.214256544E0,3.733365614E0
1.157479139E2,-2.106487505E0,2.042556096E0,4.327637156E0,5.228553181E0
1.157578829E2,-1.575181425E0,2.656333645E0,3.828690736E0,4.918961039E0
1.157678529E2,-8.014644009E-1,2.737758170E0,2.751017316E0,3.963049489E0
1.157778219E2,-1.754561137E0,1.941076791E0,2.404249946E0,3.553404240E0
1.157877919E2,-2.449720234E0,1.249936778E0,1.490321369E0,3.128023170E0
1.157977609E2,-1.554964676E0,1.310268057E0,2.076749736E-1,2.043978087E0
1.158077303E2,-5.585406572E-1,1.250590497E0,1.597880316E-1,1.378940344E0
1.158176993E2,-3.342566675E-1,7.422780070E-1,5.806817240E-1,9.999477106E-1
1.158276693E2,-8.036278707E-1,3.170067966E-1,1.455702344E0,1.692743447E0
1.158376383E2,-2.059938406E0,2.127918720E-1,2.650204886E0,3.363363281E0
1.158476083E2,-2.931486949E0,2.001156932E-1,2.771242835E0,4.038991071E0
1.158575773E2,-2.726100576E0,1.234899786E-1,2.017553110E0,3.393728727E0
1.158675473E2,-1.941367983E0,1.160379946E-2,6.752709621E-1,2.055489033E0
1.158775163E2,-9.264930743E-1,-9.369461417E-2,-5.916458380E-1,1.103273717E0
1.158874863E2,2.792969334E-1,-1.979805824E-1,-1.450943295E0,1.490784871E0
1.158974553E2,1.065876077E0,-3.501204559E-1,-1.143828233E0,1.602191990E0
1.159074253E2,1.711394067E0,-5.050339562E-1,-2.529107881E-1,1.802191116E0
1.159173943E2,1.701083087E0,-6.360016465E-1,1.008396778E0,2.077268838E0
1.159273643E2,8.187756675E-1,-9.444346708E-1,2.109153251E0,2.451709175E0
1.159373333E2,2.065487999E-1,-9.231472975E-1,2.410886536E0,2.589833436E0
1.159473023E2,1.185762709E-1,-2.416642535E-1,2.061344662E0,2.078846737E0
1.159572723E2,1.992011887E-1,4.941031712E-1,1.108307567E0,1.229701070E0
1.159672413E2,1.352952147E-1,8.521638536E-1,-4.910433233E-2,8.642333389E-1
1.159772113E2,-2.851956046E-1,5.617092633E-1,-5.792778075E-1,8.558134187E-1
1.159871803E2,-6.311636603E-1,-3.023314548E-1,-5.255886734E-2,7.018078862E-1
1.159971503E2,-7.479074138E-1,-1.559989189E0,6.361601061E-1,1.843266516E0
1.160071193E2,-1.960065624E-1,-2.361295130E0,3.082757342E-1,2.389386363E0
1.160170893E2,4.333891922E-1,-2.155709367E0,8.631601274E-2,2.200536189E0
1.160270583E2,2.758918074E-1,-1.660346705E0,1.907192177E-1,1.693883494E0
1.160370283E2,1.489496326E-1,-1.163701165E0,-7.391330820E-1,1.386616063E0
1.160469973E2,4.895496520E-1,-1.298440309E0,-2.654152926E0,2.995018173E0
1.160569673E2,1.338503969E0,-2.377531094E0,-3.849566173E0,4.718411459E0
1.160669363E2,3.049314777E0,-3.762780336E0,-3.699680108E0,6.094626270E0
1.160769063E2,4.602082362E0,-4.305943401E0,-2.904910185E0,6.939655166E0
1.160868753E2,4.710518099E0,-3.582763862E0,-1.814854701E0,6.190224167E0
1.160968453E2,3.309498624E0,-2.542796212E0,-9.207920390E-1,4.273926965E0
1.161068143E2,7.761836717E-1,-1.457435458E0,-4.074024117E-1,1.700751579E0
1.161167843E2,-8.643918434E-1,-2.408918363E-1,-2.864334601E-1,9.419375047E-1
1.161267533E2,-1.475801855E0,5.283497286E-1,-1.841738445E-1,1.578310665E0
1.161367233E2,-1.413918141E0,7.056595266E-2,-3.390455371E-1,1.455711489E0
1.161466923E2,-2.810534370E-1,-1.066367828E0,-6.055996335E-1,1.258126502E0
1.161566623E2,9.692230645E-1,-1.439635949E0,-9.162689254E-1,1.962522295E0
1.161666313E2,1.299662962E0,-6.522773713E-1,-7.870875594E-1,1.653510330E0
1.161766013E2,1.397692994E0,1.050266351E0,-3.814530534E-1,1.789444479E0
1.161865703E2,1.097597222E0,1.932671419E0,3.220225382E-1,2.245804308E0
1.161965403E2,4.901612708E-1,1.408827555E0,1.166785571E0,1.893790305E0
1.162065093E2,-1.380656254E-1,5.733376211E-1,1.238884079E0,1.372083053E0
1.162164793E2,-5.569244868E-1,-5.396032798E-1,6.230129340E-1,9.947269472E-1
1.162264483E2,1.422001916E-1,-1.401671732E0,-8.294561917E-1,1.634901255E0
1.162364183E2,1.660627664E0,-1.851529022E0,-2.095312892E0,3.252103946E0
1.162463873E2,2.824373268E0,-1.553125142E0,-2.524301177E0,4.094066254E0
1.162563573E2,3.133184022E0,-7.770464283E-1,-1.601950563E0,3.603732631E0
1.162663263E2,2.745266872E0,2.632667917E-1,7.389038712E-2,2.758851100E0
1.162762963E2,1.640321746E0,1.194352269E0,1.719243077E0,2.659497985E0
1.162862653E2,2.775965631E-3,1.603772555E0,2.326270601E0,2.825531635E0
1.162962353E2,-1.825042013E0,1.393032471E0,2.374805122E0,3.303182886E0
1.163062043E2,-3.301231830E0,1.007208624E0,1.742742160E0,3.866490792E0
1.163161743E2,-3.849990388E0,3.678723103E-1,3.831078154E-1,3.886454377E0
1.163261433E2,-3.164249402E0,-5.923170984E-1,-1.465903688E0,3.537257051E0
1.163361133E2,-1.218473203E0,-1.540429083E0,-3.261411415E0,3.807151576E0
1.163460823E2,1.222468606E0,-2.092475238E0,-3.866460825E0,4.563156958E0
1.163560523E2,2.867292708E0,-2.708817961E0,-2.762210056E0,4.815481971E0
1.163660213E2,3.819678422E0,-3.759174358E0,-1.284126325E0,5.510926921E0
1.163759913E2,4.325243890E0,-4.810130680E0,-9.974271092E-1,6.545223656E0
1.163859603E2,4.089360194E0,-5.627657967E0,-1.850487926E0,7.198451678E0
1.163959303E2,3.549295569E0,-5.238295385E0,-2.690989215E0,6.875947974E0
1.164058993E2,1.755404890E0,-3.709461915E0,-1.857060196E0,4.504467405E0
1.164158693E2,-1.937960225E-1,-2.121778559E0,-2.664324743E-1,2.147204558E0
1.164258383E2,-1.458679161E0,-1.197375864E0,1.388741199E0,2.343086847E0
1.164358083E2,-2.120666419E0,-5.645305449E-1,2.666996335E0,3.453808079E0
1.164457773E2,-2.661825643E0,-6.713422179E-2,2.627159255E0,3.740559919E0
1.164557473E2,-2.873794227E0,2.963368893E-3,1.457410315E0,3.222227004E0
1.164657163E2,-2.531091256E0,-1.503956491E-1,7.404621542E-2,2.536636482E0
1.164756863E2,-1.883861786E0,-5.320241189E-1,-1.473916420E0,2.450390684E0
1.164856553E2,-5.145549774E-4,-3.938625991E-1,-2.527335590E0,2.557841511E0
1.164956243E2,1.718735831E0,1.104790467E-1,-1.207188077E0,2.103226457E0
1.165055943E2,2.259748875E0,-2.830221945E-1,4.782279807E-1,2.327072956E0
1.165155633E2,1.986302665E0,-9.440265352E-1,1.004029493E0,2.417573081E0
1.165255333E2,1.462023768E0,-1.092677667E0,7.175375605E-1,1.961203237E0
1.165355023E2,4.967443585E-2,-9.813121828E-1,1.080116971E0,1.460169107E0
1.165454723E2,-1.100103339E0,-5.113039255E-1,8.666783971E-1,1.490902581E0
1.165554413E2,-1.425608479E0,6.723947167E-2,6.636619002E-1,1.573952921E0
1.165654113E2,-1.302638610E0,-1.706509888E-3,1.096458185E0,1.702671669E0
1.165753803E2,-1.767906822E0,-3.756406286E-1,1.814617889E0,2.561140077E0
1.165853503E2,-2.969462276E0,-1.266132689E-1,2.424920438E0,3.835880115E0
1.165953193E2,-3.997083530E0,4.445600054E-1,2.859507725E0,4.934682844E0
1.166052893E2,-4.193385669E0,7.562098753E-1,3.050252670E0,5.240265079E0
1.166152583E2,-3.389487657E0,1.429529329E0,2.865253199E0,4.662816378E0
1.166252283E2,-3.014033847E0,2.336335413E0,2.998865585E0,4.851397529E0
1.166351973E2,-3.345212540E0,2.400880488E0,2.583502774E0,4.860983505E0
1.166451673E2,-3.339779892E0,2.231421454E0,1.700811777E0,4.361895475E0
1.166551363E2,-2.866461818E0,2.182935172E0,1.167222358E0,3.787376051E0
1.166651063E2,-2.341276603E0,2.306769844E0,1.068291562E0,3.456010721E0
1.166750753E2,-1.951312342E0,2.385041258E0,1.141848950E0,3.286314149E0
1.166850453E2,-1.869974064E0,2.307274167E0,1.469518145E0,3.313578226E0
1.166950143E2,-1.545861731E0,2.253919493E0,1.393838802E0,3.068000681E0
1.167049843E2,-1.119619006E0,2.127488658E0,1.333411921E0,2.749134784E0
1.167149533E2,-1.467192122E0,1.864763026E0,2.120652970E0,3.182320362E0
1.167249233E2,-2.414415330E0,1.357705933E0,2.884844880E0,3.999387049E0
1.167348923E2,-2.866672318E0,9.339444736E-1,2.669767916E0,4.027123438E0
1.167448623E2,-2.029348698E0,1.028791574E0,1.224639092E0,2.583874832E0
1.167548313E2,-1.100726067E0,1.211279374E0,1.341971076E-1,1.642195013E0
1.167648013E2,-8.868922216E-1,1.198589454E0,-2.778134948E-1,1.516698662E0
1.167747703E2,-9.085047001E-1,8.271061957E-1,-2.865270156E-1,1.261579637E0
